#Coverage	Number of genomic locations
5337.0	3.0
5338.0	3.0
5339.0	2.0
5340.0	4.0
5341.0	3.0
5342.0	1.0
5343.0	1.0
5344.0	2.0
5345.0	2.0
5346.0	3.0
5347.0	1.0
5348.0	1.0
5349.0	3.0
5350.0	1.0
5351.0	3.0
5354.0	4.0
5355.0	2.0
5356.0	1.0
5357.0	2.0
5358.0	3.0
5359.0	2.0
5361.0	1.0
5362.0	1.0
5363.0	2.0
5364.0	1.0
5365.0	1.0
5367.0	1.0
5368.0	3.0
5369.0	3.0
5370.0	1.0
5371.0	2.0
5372.0	2.0
5373.0	1.0
5375.0	2.0
5377.0	1.0
5378.0	1.0
5379.0	1.0
5380.0	1.0
5381.0	1.0
5384.0	2.0
5385.0	3.0
5387.0	1.0
5388.0	2.0
5391.0	1.0
5392.0	1.0
5393.0	2.0
5394.0	1.0
5395.0	1.0
5396.0	3.0
5398.0	5.0
5400.0	2.0
5402.0	1.0
5404.0	1.0
5405.0	2.0
5406.0	1.0
5407.0	2.0
5411.0	3.0
5413.0	1.0
5416.0	1.0
5418.0	1.0
5419.0	1.0
5430.0	1.0
5431.0	1.0
5434.0	1.0
5437.0	1.0
5438.0	1.0
5440.0	1.0
5441.0	1.0
5442.0	2.0
5446.0	1.0
5451.0	1.0
5453.0	3.0
5454.0	1.0
5455.0	1.0
5463.0	2.0
5466.0	2.0
5470.0	1.0
5483.0	1.0
5485.0	1.0
5487.0	1.0
5498.0	1.0
5501.0	1.0
5508.0	1.0
5511.0	1.0
5516.0	1.0
5531.0	1.0
5532.0	1.0
5558.0	1.0
5560.0	1.0
5564.0	1.0
5572.0	1.0
5596.0	1.0
5602.0	1.0
5604.0	1.0
5607.0	1.0
5609.0	1.0
5625.0	1.0
5630.0	1.0
5635.0	1.0
5646.0	1.0
5648.0	1.0
5649.0	1.0
5654.0	1.0
5656.0	1.0
5670.0	1.0
5680.0	1.0
5683.0	1.0
5684.0	1.0
5685.0	1.0
5687.0	2.0
5689.0	1.0
5692.0	1.0
5695.0	1.0
5706.0	1.0
5713.0	1.0
5715.0	1.0
5723.0	1.0
5726.0	1.0
5733.0	1.0
5749.0	1.0
5764.0	1.0
5769.0	1.0
5785.0	1.0
5800.0	1.0
